inchikey,smiles,value,tier,scaffold
IIEWJVIFRVWJOD-UHFFFAOYSA-N,CCC1CCCCC1,165.4445,tier1,C1CCCCC1
MGNZXYYWBUKAII-UHFFFAOYSA-N,C1=CCCC=C1,96.4128,tier1,C1=CCCC=C1
NQPDZGIKBAWPEJ-UHFFFAOYSA-N,CCCCC(=O)O,137.7124,tier1,EMPTY_SCAFFOLD
NUJGJRNETVAIRJ-UHFFFAOYSA-N,CCCCCCCC=O,200.7784,tier1,EMPTY_SCAFFOLD
RNVCVTLRINQCPJ-UHFFFAOYSA-N,Cc1ccccc1N,135.5709,tier1,c1ccccc1
UUIQMZJEGPQKFD-UHFFFAOYSA-N,CCCC(=O)OC,134.7767,tier1,EMPTY_SCAFFOLD
WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,111.3672,tier1,c1ccccc1
XTXRWKRVRITETP-UHFFFAOYSA-N,C=COC(C)=O,98.81,tier1,EMPTY_SCAFFOLD
ZWRUINPWMLAQRD-UHFFFAOYSA-N,CCCCCCCCCO,226.9415,tier1,EMPTY_SCAFFOLD
AFFLGGQVNFXPEV-UHFFFAOYSA-N,C=CCCCCCCCC,231.3254,tier1,EMPTY_SCAFFOLD
DOGIHOCMZJUJNR-UHFFFAOYSA-N,CCCCC(C)CCC,215.7041,tier1,EMPTY_SCAFFOLD
FUZZWVXGSFPDMH-UHFFFAOYSA-N,CCCCCC(=O)O,160.9946,tier1,EMPTY_SCAFFOLD
MCSINKKTEDDPNK-UHFFFAOYSA-N,CCCOC(=O)CC,156.7101,tier1,EMPTY_SCAFFOLD
GGBJHURWWWLEQH-UHFFFAOYSA-N,CCCCC1CCCCC1,218.3774,tier1,C1CCCCC1
GIEZWIDCIFCQPS-UHFFFAOYSA-N,CCC(C)(CC)CC,191.2988,tier1,EMPTY_SCAFFOLD
HDGQICNBXPAKLR-UHFFFAOYSA-N,CCC(C)CC(C)C,193.0545,tier1,EMPTY_SCAFFOLD
NTIZESTWPVYFNL-UHFFFAOYSA-N,CC(=O)CC(C)C,146.4976,tier1,EMPTY_SCAFFOLD
RNTWWGNZUXGTAX-UHFFFAOYSA-N,CCC(C)C(C)CC,183.0291,tier1,EMPTY_SCAFFOLD
ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,CCCCCCC(C)=O,198.4979,tier1,EMPTY_SCAFFOLD
GWESVXSMPKAFAS-UHFFFAOYSA-N,CC(C)C1CCCCC1,179.1134,tier1,C1CCCCC1
IIYFAKIEWZDVMP-UHFFFAOYSA-N,CCCCCCCCCCCCC,310.6401,tier1,EMPTY_SCAFFOLD
JLTDJTHDQAWBAV-UHFFFAOYSA-N,CN(C)c1ccccc1,137.6929,tier1,c1ccccc1
KBPCCVWUMVGXGF-UHFFFAOYSA-N,CC(C)CCCC(C)C,213.3021,tier1,EMPTY_SCAFFOLD
LZCLXQDLBQLTDK-UHFFFAOYSA-N,CCOC(=O)C(C)O,146.9423,tier1,EMPTY_SCAFFOLD
NPDACUSDTOMAMK-UHFFFAOYSA-N,Cc1ccc(Cl)cc1,120.5764,tier1,c1ccccc1
